# SAXS profile: number of points = 378, q_min = 0.0169308, q_max = 0.361593, delta_q = 0.000914223342175066
# offset = 0.00000000000000, scaling c = 0.000234431249586790, Chi = 2.45946960933487
#  q       exp_intensity   model_intensity
0.01693    361.80500000    346.52361627   
0.01785    357.06000000    344.06414763   
0.01876    348.80300000    341.45607605   
0.01967    346.88000000    338.73578311   
0.02059    345.84200000    335.91659515   
0.02150    345.29800000    333.00202448   
0.02242    340.81900000    329.99552425   
0.02333    334.95400000    326.90161675   
0.02424    332.41600000    323.72377184   
0.02516    329.95900000    320.46617012   
0.02607    326.92100000    317.13227957   
0.02699    323.95000000    313.72597839   
0.02790    321.77500000    310.24654536   
0.02882    314.29100000    306.70473569   
0.02973    307.02600000    303.10455246   
0.03064    301.95300000    299.44980126   
0.03156    300.08200000    295.77521849   
0.03247    297.11000000    292.04851313   
0.03339    291.43500000    288.25655351   
0.03430    287.19600000    284.42685072   
0.03522    284.36900000    280.56457115   
0.03613    278.99500000    276.67321413   
0.03704    274.51200000    272.75722234   
0.03796    269.46500000    268.81958339   
0.03887    265.21900000    264.86462928   
0.03979    261.63200000    260.89798631   
0.04070    255.16500000    256.95584421   
0.04161    251.67500000    252.99054785   
0.04253    246.81500000    249.01057162   
0.04344    244.40800000    245.03317621   
0.04436    238.38400000    241.06295403   
0.04527    234.78200000    237.10287339   
0.04619    230.54000000    233.15600800   
0.04710    227.12300000    229.22963474   
0.04801    226.28500000    225.35602720   
0.04893    222.12900000    221.47028019   
0.04984    217.66000000    217.61118460   
0.05076    210.88800000    213.78136973   
0.05167    204.40600000    209.98265656   
0.05259    201.45300000    206.21867639   
0.05350    200.16900000    202.50938888   
0.05441    196.85200000    198.83871187   
0.05533    194.95300000    195.19029183   
0.05624    190.55000000    191.58532803   
0.05716    185.15500000    188.02538482   
0.05807    182.96500000    184.51196500   
0.05899    176.30400000    181.04764051   
0.05990    172.34900000    177.66609420   
0.06081    170.29100000    174.31015001   
0.06173    168.47700000    171.00342634   
0.06264    164.16700000    167.75036533   
0.06356    161.22800000    164.55136323   
0.06447    157.45100000    161.42173683   
0.06538    155.30100000    158.34977458   
0.06630    153.70600000    155.31874536   
0.06721    150.26900000    152.34474229   
0.06813    147.97900000    149.42785631   
0.06904    145.73300000    146.57020354   
0.06996    141.77600000    143.79627461   
0.07087    136.37000000    141.05991751   
0.07178    134.83500000    138.37983150   
0.07270    132.48500000    135.75780488   
0.07361    131.17100000    133.20781320   
0.07453    129.61400000    130.70910908   
0.07544    126.13200000    128.25745694   
0.07636    123.45500000    125.86164672   
0.07727    122.22000000    123.52160677   
0.07818    121.09200000    121.24021267   
0.07910    116.51800000    119.02656278   
0.08001    113.65900000    116.84813048   
0.08093    110.96600000    114.72699093   
0.08184    108.80500000    112.65796796   
0.08275    106.66800000    110.65447543   
0.08367    104.73500000    108.69015848   
0.08458    104.54600000    106.76901943   
0.08550    103.63500000    104.89551980   
0.08641    102.36300000    103.07597454   
0.08733    100.52900000    101.30472119   
0.08824    99.36390000     99.56649742    
0.08915    96.87570000     97.87385031    
0.09007    94.60390000     96.23537269    
0.09098    94.94220000     94.62308959    
0.09190    93.77360000     93.05332758    
0.09281    91.33020000     91.52165780    
0.09373    87.71390000     90.03858752    
0.09464    86.62820000     88.58375647    
0.09555    86.25080000     87.15901125    
0.09647    86.84460000     85.77494596    
0.09738    84.24690000     84.42393684    
0.09830    83.31250000     83.09589920    
0.09921    83.92900000     81.80099430    
0.10013    82.28970000     80.54347887    
0.10104    80.26340000     79.30224298    
0.10195    78.46360000     78.08947566    
0.10287    76.34970000     76.90227785    
0.10378    74.55540000     75.75183510    
0.10470    73.77610000     74.61724048    
0.10561    74.08590000     73.50224844    
0.10652    73.55140000     72.41482327    
0.10744    73.60370000     71.34899328    
0.10835    70.94100000     70.29704440    
0.10927    70.03220000     69.26778582    
0.11018    69.34000000     68.26303841    
0.11110    68.48480000     67.26570346    
0.11201    66.72440000     66.28680319    
0.11292    66.57150000     65.33666121    
0.11384    66.17180000     64.39234811    
0.11475    64.92640000     63.46994389    
0.11567    64.61360000     62.55722827    
0.11658    63.17670000     61.65568624    
0.11750    62.25820000     60.77308778    
0.11841    60.17690000     59.90355020    
0.11932    58.98400000     59.04001133    
0.12024    57.99300000     58.19217988    
0.12115    57.48660000     57.36191768    
0.12207    56.83510000     56.53521781    
0.12298    57.24180000     55.72802173    
0.12390    56.62800000     54.92371579    
0.12481    54.85370000     54.12973580    
0.12572    53.44340000     53.35310804    
0.12664    51.85020000     52.58190907    
0.12755    51.71580000     51.81678613    
0.12847    51.92360000     51.06639277    
0.12938    51.98290000     50.32593500    
0.13029    51.69850000     49.59221043    
0.13121    50.11280000     48.87034788    
0.13212    48.86830000     48.15155605    
0.13304    48.36960000     47.44190061    
0.13395    47.60360000     46.74900781    
0.13487    46.81720000     46.05720548    
0.13578    47.38350000     45.37923585    
0.13669    46.77120000     44.70548708    
0.13761    45.21780000     44.04301865    
0.13852    43.63440000     43.38683748    
0.13944    42.61360000     42.73479146    
0.14035    41.93680000     42.09428467    
0.14127    42.58510000     41.46407954    
0.14218    42.49790000     40.83799676    
0.14309    42.75090000     40.22463385    
0.14401    41.59450000     39.61213967    
0.14492    41.08820000     39.01562866    
0.14584    39.35310000     38.42066434    
0.14675    37.70570000     37.83819952    
0.14766    38.31020000     37.25915991    
0.14858    38.60670000     36.68655750    
0.14949    36.93510000     36.12493692    
0.15041    36.04130000     35.57097113    
0.15132    35.87720000     35.02318401    
0.15224    34.72210000     34.48473374    
0.15315    34.19990000     33.95076804    
0.15406    34.11690000     33.42854288    
0.15498    33.47940000     32.90865023    
0.15589    32.41760000     32.40145200    
0.15681    32.04410000     31.89743942    
0.15772    32.21030000     31.40408414    
0.15863    32.10400000     30.91533445    
0.15955    31.27980000     30.43524382    
0.16046    30.68540000     29.96124033    
0.16138    30.15850000     29.49437667    
0.16229    29.67540000     29.03582849    
0.16321    28.97380000     28.58188071    
0.16412    28.63930000     28.13752302    
0.16503    28.14540000     27.69650993    
0.16595    27.77820000     27.26732645    
0.16686    27.95290000     26.84056447    
0.16778    27.15170000     26.42405662    
0.16869    26.34980000     26.01121707    
0.16961    26.03850000     25.60717165    
0.17052    25.38330000     25.20861699    
0.17143    24.92330000     24.81668512    
0.17235    24.75660000     24.43141782    
0.17326    24.31950000     24.05159066    
0.17418    23.74060000     23.68096964    
0.17509    23.42780000     23.31611111    
0.17600    23.39580000     22.95389745    
0.17692    22.44290000     22.60206717    
0.17783    22.38760000     22.25326704    
0.17875    22.57610000     21.91322764    
0.17966    21.84130000     21.57733061    
0.18058    21.22890000     21.24841437    
0.18149    20.48350000     20.92509687    
0.18241    20.49150000     20.60754119    
0.18332    20.40580000     20.29784576    
0.18423    19.99300000     19.99302390    
0.18515    20.02940000     19.69177998    
0.18606    18.95160000     19.39909576    
0.18698    18.88410000     19.10927730    
0.18789    19.38670000     18.82856379    
0.18881    19.22390000     18.55065243    
0.18972    18.49320000     18.28041369    
0.19063    18.54680000     18.01653030    
0.19155    18.44500000     17.75630203    
0.19246    17.72950000     17.50176585    
0.19338    17.83040000     17.25271272    
0.19429    17.68620000     17.00846001    
0.19520    16.82280000     16.77134310    
0.19612    17.01100000     16.53913209    
0.19703    16.68840000     16.30965194    
0.19795    16.77300000     16.08852912    
0.19886    16.49140000     15.87266233    
0.19978    16.15050000     15.65972048    
0.20069    15.66260000     15.45327560    
0.20160    15.05290000     15.25055079    
0.20252    15.45460000     15.05344141    
0.20343    15.27220000     14.86221614    
0.20435    14.36030000     14.67490602    
0.20526    13.91970000     14.49124248    
0.20617    13.94150000     14.31393641    
0.20709    13.90430000     14.14102987    
0.20800    14.28510000     13.97065634    
0.20892    13.78070000     13.80740208    
0.20983    13.94060000     13.64812500    
0.21075    13.76020000     13.49152791    
0.21166    13.62600000     13.34020164    
