# SAXS profile: number of points = 284, q_min = 0.0169307999312878, q_max = 0.275656014680862, delta_q = 0.000914223373673409
# offset = 0.00000000000000, scaling c = 7.32312086639053e-05, Chi = 1.72060499295634
#  q       exp_intensity   model_intensity
0.01693    361.80499268    358.33015359    10.37610  
0.01785    357.05999756    355.49874214    4.46218   
0.01876    348.80300903    352.67681413    3.26241   
0.01967    346.88000488    349.61076988    7.84288   
0.02059    345.84201050    346.49983491    3.39995   
0.02150    345.29800415    343.23778733    3.09733   
0.02242    340.81900024    339.86805327    3.01288   
0.02333    334.95401001    336.47228551    2.89956   
0.02424    332.41598511    332.95532009    6.22357   
0.02516    329.95901489    329.36058314    2.77980   
0.02607    326.92098999    325.64010820    2.39119   
0.02699    323.95001221    321.69686392    2.34006   
0.02790    321.77499390    317.90854027    2.30188   
0.02882    314.29098511    314.01110211    2.19010   
0.02973    307.02600098    310.04998942    2.12048   
0.03064    301.95300293    305.98939213    2.05161   
0.03156    300.08200073    301.93335348    2.01308   
0.03247    297.10998535    297.89122876    2.02542   
0.03339    291.43499756    293.74264418    1.95694   
0.03430    287.19601440    289.48040476    1.97224   
0.03522    284.36898804    285.26880471    1.97516   
0.03613    278.99499512    281.08343975    1.95807   
0.03704    274.51199341    276.82638144    1.91899   
0.03796    269.46499634    272.45801169    1.90407   
0.03887    265.21899414    268.15317001    1.91432   
0.03979    261.63198853    263.89245014    1.89919   
0.04070    255.16499329    259.50943414    1.83930   
0.04161    251.67500305    255.19732427    1.78070   
0.04253    246.81500244    250.91631935    1.75665   
0.04344    244.40800476    246.63729167    1.68749   
0.04436    238.38400269    242.33938865    1.62966   
0.04527    234.78199768    238.04197994    1.58885   
0.04619    230.53999329    233.88036020    1.57988   
0.04710    227.12300110    229.70180574    1.55868   
0.04801    226.28500366    225.49483757    1.54284   
0.04893    222.12899780    221.34533760    1.53342   
0.04984    217.66000366    217.18011122    1.56162   
0.05076    210.88800049    213.13794988    1.56527   
0.05167    204.40600586    209.11067280    1.60342   
