# SAXS profile: number of points = 284, q_min = 0.0169307999312878, q_max = 0.275656014680862, delta_q = 0.000914223373673409
# offset = 0.00000000000000, scaling c = 7.36657090733268e-05, Chi = 1.76713118810888
#  q       exp_intensity   model_intensity
0.01693    361.80499268    360.96632074    10.37610  
0.01785    357.05999756    357.97184650    4.46218   
0.01876    348.80300903    354.73534357    3.26241   
0.01967    346.88000488    351.46712755    7.84288   
0.02059    345.84201050    348.10590858    3.39995   
0.02150    345.29800415    344.65717474    3.09733   
0.02242    340.81900024    341.10652440    3.01288   
0.02333    334.95401001    337.37594556    2.89956   
0.02424    332.41598511    333.50882733    6.22357   
0.02516    329.95901489    329.65537409    2.77980   
0.02607    326.92098999    325.75068634    2.39119   
0.02699    323.95001221    321.61995537    2.34006   
0.02790    321.77499390    317.56421609    2.30188   
0.02882    314.29098511    313.42656055    2.19010   
0.02973    307.02600098    309.21837008    2.12048   
0.03064    301.95300293    304.93437761    2.05161   
0.03156    300.08200073    300.65594689    2.01308   
0.03247    297.10998535    296.29963310    2.02542   
0.03339    291.43499756    291.88320809    1.95694   
0.03430    287.19601440    287.51709677    1.97224   
0.03522    284.36898804    283.15630779    1.97516   
0.03613    278.99499512    278.73538917    1.95807   
0.03704    274.51199341    274.20283017    1.91899   
0.03796    269.46499634    269.77054862    1.90407   
0.03887    265.21899414    265.33311047    1.91432   
0.03979    261.63198853    260.81384814    1.89919   
0.04070    255.16499329    256.35215555    1.83930   
0.04161    251.67500305    251.90145757    1.78070   
0.04253    246.81500244    247.55042930    1.75665   
0.04344    244.40800476    243.20208982    1.68749   
0.04436    238.38400269    238.82478131    1.62966   
0.04527    234.78199768    234.55397499    1.58885   
0.04619    230.53999329    230.33154863    1.57988   
0.04710    227.12300110    226.01206770    1.55868   
0.04801    226.28500366    221.78420849    1.54284   
0.04893    222.12899780    217.58509732    1.53342   
0.04984    217.66000366    213.56525166    1.56162   
0.05076    210.88800049    209.47487108    1.56527   
0.05167    204.40600586    205.42202318    1.60342   
0.05259    201.45300293    201.43576908    1.60087   
0.05350    200.16900635    197.50063899    1.57914   
0.05441    196.85200500    193.66670716    1.57719   
0.05533    194.95300293    189.93826463    1.54894   
0.05624    190.55000305    186.22376333    1.51377   
0.05716    185.15499878    182.56055178    1.47989   
0.05807    182.96499634    179.08430380    1.44903   
0.05898    176.30400085    175.54927059    1.43482   
0.05990    172.34899902    172.09635622    1.39989   
0.06081    170.29100037    168.77913409    1.41870   
0.06173    168.47700500    165.52927926    1.18772   
0.06264    164.16700745    162.29010595    1.17141   
0.06356    161.22799683    159.13592445    1.18020   
0.06447    157.45100403    156.04332748    1.15296   
0.06538    155.30099487    153.03159705    1.16479   
0.06630    153.70599365    150.13343151    1.16084   
0.06721    150.26899719    147.26843397    1.15101   
0.06813    147.97900391    144.43528763    1.14387   
0.06904    145.73300171    141.77963882    1.14232   
0.06996    141.77600098    139.12458854    1.14013   
0.07087    136.36999512    136.52212637    1.12073   
0.07178    134.83500671    134.04391062    1.10211   
0.07270    132.48500061    131.60925894    1.10275   
0.07361    131.17100525    129.21503131    1.10308   
0.07453    129.61399841    126.87154094    1.10416   
0.07544    126.13200378    124.61535365    1.11374   
0.07636    123.45500183    122.42710455    1.08857   
0.07727    122.22000122    120.26792578    1.09413   
0.07818    121.09200287    118.19558047    1.09127   
0.07910    116.51799774    116.20068545    1.11915   
0.08001    113.65899658    114.25312985    0.77079   
0.08093    110.96600342    112.31039014    0.76387   
0.08184    108.80500031    110.45811193    0.75297   
0.08275    106.66799927    108.67224335    0.74680   
0.08367    104.73500061    106.89957935    0.73918   
0.08458    104.54599762    105.15920856    0.73499   
0.08550    103.63500214    103.49174840    0.72940   
0.08641    102.36299896    101.85907687    0.72836   
0.08733    100.52899933    100.24401145    0.72278   
0.08824    99.36389923     98.68928745     0.71121   
0.08915    96.87570190     97.16378112     0.70586   
0.09007    94.60389709     95.70845979     0.70086   
0.09098    94.94219971     94.21319322     0.69367   
0.09190    93.77359772     92.81460370     0.69953   
0.09281    91.33020020     91.47944034     0.69937   
0.09373    87.71389771     90.11368730     0.69324   
0.09464    86.62819672     88.79448179     0.68775   
0.09555    86.25080109     87.50625270     0.68606   
0.09647    86.84459686     86.23958925     0.69176   
0.09738    84.24690247     85.01334065     0.69036   
0.09830    83.31250000     83.81070191     0.68259   
0.09921    83.92900085     82.60531912     0.66691   
0.10012    82.28970337     81.43394226     0.66457   
0.10104    80.26339722     80.28635943     0.64862   
0.10195    78.46360016     79.16465167     0.64658   
0.10287    76.34970093     78.08218933     0.64820   
0.10378    74.55539703     76.98478666     0.65468   
0.10470    73.77610016     75.89474595     0.65542   
0.10561    74.08589935     74.83918080     0.66872   
0.10652    73.55139923     73.81408562     0.66631   
0.10744    73.60369873     72.79152271     0.66299   
0.10835    70.94100189     71.77642305     0.65524   
0.10927    70.03220367     70.77708325     0.65006   
0.11018    69.33999634     69.80034961     0.63775   
0.11110    68.48480225     68.84422396     0.62656   
0.11201    66.72440338     67.88176766     0.62281   
0.11292    66.57150269     66.94374075     0.61442   
