# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity 
0.00000    162234096.00000000 101202680.00000000 256269392.00000000 100010.01562500 8056191.50000000 6362763.50000000 
0.00100    162203104.00000000 101181024.00000000 256217136.00000000 99981.59375000  8054191.50000000 6361157.50000000 
0.00200    162106400.00000000 101119128.00000000 256060752.00000000 99896.85156250  8048209.50000000 6356551.50000000 
0.00300    161942192.00000000 101016392.00000000 255796800.00000000 99755.39062500  8038335.50000000 6348759.50000000 
0.00400    161707136.00000000 100871840.00000000 255429184.00000000 99558.17187500  8024478.00000000 6337846.50000000 
0.00500    161404912.00000000 100686488.00000000 254957216.00000000 99305.17968750  8006713.00000000 6323906.00000000 
0.00600    161035472.00000000 100458488.00000000 254378816.00000000 98997.11718750  7985068.50000000 6306876.00000000 
0.00700    160601824.00000000 100192976.00000000 253702032.00000000 98634.86718750  7959530.50000000 6286869.00000000 
0.00800    160099760.00000000 99886592.00000000 252920592.00000000 98218.28125000  7930294.50000000 6263839.50000000 
0.00900    159537280.00000000 99542000.00000000 252039616.00000000 97749.27343750  7897244.50000000 6237905.00000000 
0.01000    158912880.00000000 99157712.00000000 251058400.00000000 97227.39062500  7860490.50000000 6209029.00000000 
0.01100    158227968.00000000 98734824.00000000 249979248.00000000 96654.65625000  7820107.50000000 6177341.50000000 
0.01200    157479744.00000000 98273856.00000000 248805264.00000000 96031.72656250  7776207.00000000 6142823.50000000 
0.01300    156669216.00000000 97776352.00000000 247536112.00000000 95360.68750000  7728723.00000000 6105574.00000000 
0.01400    155800160.00000000 97241184.00000000 246173728.00000000 94641.82812500  7677929.00000000 6065604.50000000 
0.01500    154874256.00000000 96671424.00000000 244721184.00000000 93877.12500000  7623744.50000000 6023055.50000000 
0.01600    153893120.00000000 96067008.00000000 243178944.00000000 93067.04687500  7566395.00000000 5977983.50000000 
0.01700    152855440.00000000 95429368.00000000 241553744.00000000 92214.29687500  7505918.50000000 5930445.00000000 
0.01800    151765168.00000000 94758608.00000000 239842144.00000000 91320.35937500  7442351.00000000 5880519.50000000 
0.01900    150623344.00000000 94055144.00000000 238047584.00000000 90386.24218750  7375876.50000000 5828270.50000000 
0.02000    149430384.00000000 93320064.00000000 236176992.00000000 89413.89843750  7306622.50000000 5773783.00000000 
0.02100    148189600.00000000 92556320.00000000 234228224.00000000 88405.31250000  7234609.00000000 5717280.00000000 
0.02200    146901120.00000000 91762480.00000000 232206208.00000000 87362.64062500  7160037.50000000 5658582.50000000 
0.02300    145567456.00000000 90941112.00000000 230113632.00000000 86286.71093750  7082987.50000000 5598028.00000000 
0.02400    144189280.00000000 90093072.00000000 227953024.00000000 85179.71093750  7003575.50000000 5535641.00000000 
0.02500    142774256.00000000 89219688.00000000 225725824.00000000 84044.21875000  6921962.00000000 5471414.00000000 
0.02600    141316976.00000000 88321432.00000000 223439088.00000000 82881.84375000  6838205.00000000 5405586.00000000 
0.02700    139822448.00000000 87400104.00000000 221091808.00000000 81695.11718750  6752556.00000000 5338241.50000000 
0.02800    138292176.00000000 86456296.00000000 218689504.00000000 80484.67187500  6665003.50000000 5269356.50000000 
0.02900    136729120.00000000 85492928.00000000 216233824.00000000 79254.14062500  6575794.50000000 5199180.50000000 
0.03000    135135344.00000000 84508720.00000000 213728032.00000000 78004.28125000  6484938.00000000 5127724.50000000 
0.03100    133510384.00000000 83506872.00000000 211177552.00000000 76737.03125000  6392634.00000000 5055112.00000000 
0.03200    131859488.00000000 82487248.00000000 208583072.00000000 75455.73437500  6299071.00000000 4981479.50000000 
0.03300    130183280.00000000 81452584.00000000 205949568.00000000 74161.03125000  6204300.00000000 4906900.00000000 
0.03400    128484168.00000000 80403128.00000000 203277792.00000000 72855.86718750  6108508.00000000 4831486.50000000 
0.03500    126764136.00000000 79340304.00000000 200573824.00000000 71541.32031250  6011740.50000000 4755323.50000000 
0.03600    125024616.00000000 78266016.00000000 197838448.00000000 70220.31250000  5914193.50000000 4678554.00000000 
0.03700    123268336.00000000 77181360.00000000 195078800.00000000 68893.86718750  5815984.50000000 4601255.00000000 
0.03800    121497752.00000000 76087264.00000000 192292928.00000000 67563.67968750  5717280.50000000 4523521.00000000 
0.03900    119713648.00000000 74983384.00000000 189487408.00000000 66232.29687500  5618108.50000000 4445453.00000000 
0.04000    117918208.00000000 73873048.00000000 186663744.00000000 64901.00000000  5518686.00000000 4367122.50000000 
0.04100    116115328.00000000 72757624.00000000 183825536.00000000 63571.24218750  5419080.00000000 4288668.00000000 
0.04200    114305368.00000000 71636256.00000000 180978288.00000000 62245.51562500  5319405.50000000 4210146.00000000 
0.04300    112490456.00000000 70512544.00000000 178121120.00000000 60924.53906250  5219766.50000000 4131650.00000000 
0.04400    110671776.00000000 69386776.00000000 175259104.00000000 59610.63671875  5120299.00000000 4053262.75000000 
0.04500    108851912.00000000 68259968.00000000 172395376.00000000 58304.54296875  5021153.00000000 3975116.25000000 
0.04600    107033144.00000000 67132752.00000000 169531648.00000000 57008.41796875  4922393.50000000 3897238.25000000 
0.04700    105216976.00000000 66006584.00000000 166671232.00000000 55722.69531250  4824068.50000000 3819737.75000000 
0.04800    103404792.00000000 64882676.00000000 163815872.00000000 54449.39453125  4726357.00000000 3742674.00000000 
0.04900    101597600.00000000 63762020.00000000 160969680.00000000 53189.31640625  4629304.50000000 3666156.50000000 
0.05000    99798400.00000000 62645616.00000000 158134224.00000000 51944.11718750  4532978.50000000 3590205.25000000 
0.05100    98007864.00000000 61534100.00000000 155313168.00000000 50714.42187500  4437559.00000000 3514890.50000000 
0.05200    96227288.00000000 60428940.00000000 152506928.00000000 49501.27343750  4343013.50000000 3440322.50000000 
0.05300    94458992.00000000 59330408.00000000 149719120.00000000 48305.51953125  4249468.00000000 3366502.25000000 
0.05400    92704104.00000000 58239980.00000000 146954160.00000000 47128.17968750  4157013.75000000 3293523.50000000 
0.05500    90963200.00000000 57157976.00000000 144208864.00000000 45970.01562500  4065672.25000000 3221432.50000000 
0.05600    89238752.00000000 56085464.00000000 141489072.00000000 44831.21484375  3975538.00000000 3150280.25000000 
0.05700    87530816.00000000 55023612.00000000 138795408.00000000 43713.30078125  3886675.50000000 3080104.00000000 
0.05800    85840456.00000000 53972096.00000000 136128992.00000000 42616.22265625  3799102.00000000 3010944.00000000 
0.05900    84169288.00000000 52931988.00000000 133492616.00000000 41540.36328125  3712879.50000000 2942857.50000000 
0.06000    82518400.00000000 51904764.00000000 130887992.00000000 40486.30468750  3628072.75000000 2875865.50000000 
