# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity 
0.00000    162234880.00000000 101201776.00000000 256270128.00000000 98774.30468750  8006248.50000000 6323288.00000000 
0.00100    162203136.00000000 101181168.00000000 256219040.00000000 98747.61718750  8004324.50000000 6321825.50000000 
0.00200    162106464.00000000 101119248.00000000 256061424.00000000 98669.14062500  7998631.50000000 6317327.00000000 
0.00300    161942544.00000000 101015272.00000000 255797712.00000000 98537.63281250  7989137.00000000 6309843.50000000 
0.00400    161707200.00000000 100871232.00000000 255428880.00000000 98353.75781250  7975814.00000000 6299367.50000000 
0.00500    161404560.00000000 100685480.00000000 254957760.00000000 98118.90625000  7958723.50000000 6285943.50000000 
0.00600    161035888.00000000 100457648.00000000 254379040.00000000 97832.06250000  7937927.50000000 6269589.00000000 
0.00700    160606832.00000000 100190960.00000000 253701888.00000000 97494.87500000  7913444.00000000 6250282.50000000 
0.00800    160105168.00000000 99885040.00000000 252921680.00000000 97106.46093750  7885271.50000000 6228136.00000000 
0.00900    159543072.00000000 99539312.00000000 252040992.00000000 96669.32812500  7853504.00000000 6203161.00000000 
0.01000    158920704.00000000 99154576.00000000 251059936.00000000 96183.53125000  7818159.50000000 6175388.00000000 
0.01100    158235488.00000000 98731472.00000000 249981696.00000000 95650.35156250  7779365.50000000 6144833.00000000 
0.01200    157490352.00000000 98269992.00000000 248807168.00000000 95069.48437500  7737079.00000000 6111588.50000000 
0.01300    156682928.00000000 97771600.00000000 247538672.00000000 94442.84375000  7691499.50000000 6075703.50000000 
0.01400    155815072.00000000 97236456.00000000 246177728.00000000 93772.09375000  7642605.00000000 6037236.50000000 
0.01500    154891232.00000000 96666256.00000000 244727056.00000000 93057.67187500  7590483.50000000 5996260.00000000 
0.01600    153911296.00000000 96061152.00000000 243186304.00000000 92300.74218750  7535268.50000000 5952756.50000000 
0.01700    152878160.00000000 95422632.00000000 241560528.00000000 91503.52343750  7477026.50000000 5906926.50000000 
0.01800    151788624.00000000 94750208.00000000 239850720.00000000 90666.64062500  7415809.50000000 5858769.50000000 
0.01900    150650416.00000000 94046416.00000000 238058960.00000000 89792.38281250  7351794.50000000 5808355.50000000 
0.02000    149460432.00000000 93311192.00000000 236189072.00000000 88881.21875000  7285018.00000000 5755816.00000000 
0.02100    148222816.00000000 92546496.00000000 234244192.00000000 87934.57031250  7215599.50000000 5701202.50000000 
0.02200    146939024.00000000 91753128.00000000 232223984.00000000 86955.39062500  7143709.00000000 5644569.00000000 
0.02300    145610160.00000000 90931112.00000000 230134160.00000000 85944.58593750  7069398.50000000 5586099.00000000 
0.02400    144237616.00000000 90082760.00000000 227975392.00000000 84903.34375000  6992791.50000000 5525790.00000000 
0.02500    142824528.00000000 89209200.00000000 225754272.00000000 83835.16406250  6914002.00000000 5463719.00000000 
0.02600    141372880.00000000 88310664.00000000 223468800.00000000 82740.00781250  6833148.00000000 5400061.50000000 
0.02700    139882800.00000000 87389544.00000000 221126656.00000000 81620.19531250  6750348.50000000 5334863.50000000 
0.02800    138358752.00000000 86445872.00000000 218729296.00000000 80477.57031250  6665738.50000000 5268261.00000000 
0.02900    136801360.00000000 85482496.00000000 216277104.00000000 79313.91406250  6579460.50000000 5200335.50000000 
0.03000    135212048.00000000 84498616.00000000 213777856.00000000 78130.90625000  6491625.50000000 5131108.00000000 
0.03100    133595280.00000000 83497896.00000000 211231808.00000000 76930.96875000  6402340.00000000 5060783.00000000 
0.03200    131950280.00000000 82479216.00000000 208644400.00000000 75714.66406250  6311693.00000000 4989389.00000000 
0.03300    130281648.00000000 81445264.00000000 206016960.00000000 74485.42968750  6219893.50000000 4917060.50000000 
0.03400    128589248.00000000 80397024.00000000 203352944.00000000 73244.05468750  6127000.50000000 4843875.50000000 
0.03500    126876792.00000000 79335720.00000000 200657360.00000000 71992.27343750  6033215.50000000 4769980.50000000 
0.03600    125146072.00000000 78262960.00000000 197931440.00000000 70732.07031250  5938619.00000000 4695415.50000000 
0.03700    123398352.00000000 77180344.00000000 195179264.00000000 69465.47656250  5843345.00000000 4620325.00000000 
0.03800    121635896.00000000 76087736.00000000 192405472.00000000 68194.01562500  5747444.50000000 4544745.00000000 
0.03900    119861368.00000000 74987104.00000000 189609536.00000000 66919.35937500  5651117.50000000 4468828.50000000 
