# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity 
0.00000    162236384.00000000 101202080.00000000 256270928.00000000 92365.82812500  7742189.00000000 6114760.00000000 
0.00100    162212640.00000000 101186312.00000000 256231696.00000000 92345.13281250  7740726.00000000 6113595.00000000 
0.00200    162137936.00000000 101139872.00000000 256112592.00000000 92282.79687500  7736258.50000000 6110096.00000000 
0.00300    162012576.00000000 101062016.00000000 255914032.00000000 92178.89062500  7728817.50000000 6104338.00000000 
0.00400    161835648.00000000 100953360.00000000 255635536.00000000 92034.00000000  7718464.00000000 6096213.00000000 
0.00500    161606800.00000000 100813864.00000000 255277840.00000000 91847.74218750  7705176.00000000 6085766.50000000 
0.00600    161327584.00000000 100643112.00000000 254841920.00000000 91620.98437500  7688961.50000000 6073066.00000000 
0.00700    160997680.00000000 100441344.00000000 254327440.00000000 91353.08593750  7669841.00000000 6058115.50000000 
0.00800    160617984.00000000 100210288.00000000 253736384.00000000 91045.57031250  7647849.00000000 6040862.50000000 
0.00900    160188496.00000000 99948896.00000000 253067824.00000000 90697.74218750  7622981.00000000 6021376.00000000 
0.01000    159710752.00000000 99657248.00000000 252321760.00000000 90311.38281250  7595269.50000000 5999708.50000000 
0.01100    159185344.00000000 99336600.00000000 251500592.00000000 89885.75000000  7564848.00000000 5975842.00000000 
0.01200    158613408.00000000 98986832.00000000 250604928.00000000 89422.50000000  7531622.50000000 5949815.50000000 
0.01300    157994160.00000000 98607976.00000000 249634800.00000000 88921.31250000  7495686.00000000 5921654.50000000 
0.01400    157327888.00000000 98200384.00000000 248591936.00000000 88383.28906250  7457054.50000000 5891422.00000000 
0.01500    156614800.00000000 97763912.00000000 247477712.00000000 87809.75000000  7415824.50000000 5859116.00000000 
0.01600    155856816.00000000 97300728.00000000 246291968.00000000 87200.99218750  7372011.50000000 5824749.00000000 
0.01700    155054112.00000000 96809848.00000000 245036480.00000000 86557.21875000  7325691.00000000 5788483.00000000 
0.01800    154207872.00000000 96291552.00000000 243712432.00000000 85880.35937500  7276907.00000000 5750232.00000000 
0.01900    153318736.00000000 95748272.00000000 242322624.00000000 85170.63281250  7225670.00000000 5710087.00000000 
0.02000    152389360.00000000 95179312.00000000 240866672.00000000 84429.47656250  7172128.50000000 5668113.50000000 
0.02100    151417136.00000000 94584584.00000000 239346512.00000000 83656.92187500  7116284.50000000 5624351.00000000 
0.02200    150404448.00000000 93965728.00000000 237763360.00000000 82855.03906250  7058205.00000000 5578838.00000000 
0.02300    149354176.00000000 93322520.00000000 236119136.00000000 82024.64843750  6997958.50000000 5531610.50000000 
0.02400    148264368.00000000 92655848.00000000 234415184.00000000 81166.28906250  6935608.50000000 5482743.50000000 
0.02500    147139488.00000000 91966816.00000000 232653840.00000000 80282.03125000  6871297.00000000 5432279.50000000 
0.02600    145978192.00000000 91255184.00000000 230835456.00000000 79372.26562500  6804973.00000000 5380304.50000000 
0.02700    144780800.00000000 90523032.00000000 228962560.00000000 78438.02343750  6736814.50000000 5326864.00000000 
0.02800    143550624.00000000 89769016.00000000 227036288.00000000 77481.27343750  6666854.00000000 5271973.00000000 
0.02900    142288720.00000000 88995272.00000000 225060112.00000000 76502.74218750  6595197.50000000 5215762.00000000 
0.03000    140994336.00000000 88202904.00000000 223034560.00000000 75503.52343750  6521860.50000000 5158244.00000000 
0.03100    139671088.00000000 87391384.00000000 220961056.00000000 74484.89843750  6446979.50000000 5099486.50000000 
0.03200    138319376.00000000 86562104.00000000 218843808.00000000 73448.28125000  6370604.00000000 5039576.50000000 
0.03300    136937984.00000000 85716088.00000000 216681696.00000000 72394.95312500  6292858.00000000 4978570.00000000 
0.03400    135531888.00000000 84852872.00000000 214478048.00000000 71326.04687500  6213775.00000000 4916496.00000000 
0.03500    134100280.00000000 83974648.00000000 212235696.00000000 70242.71875000  6133459.00000000 4853471.00000000 
0.03600    132644880.00000000 83082016.00000000 209956592.00000000 69146.72656250  6051983.50000000 4789497.00000000 
0.03700    131167416.00000000 82174656.00000000 207640688.00000000 68038.57031250  5969434.00000000 4724726.00000000 
0.03800    129668832.00000000 81254760.00000000 205291808.00000000 66919.93750000  5885932.50000000 4659143.50000000 
0.03900    128150512.00000000 80321968.00000000 202910864.00000000 65792.10156250  5801500.50000000 4592843.50000000 
