# SAXS profile: number of points = 386, q_min = 0.00961705, q_max = 0.361593, delta_q = 0.000914223246753247
# offset = 0.00000000000000, scaling c = 0.000620536030165001, Chi = 2.54521849534429
#  q       exp_intensity   model_intensity
0.00962    1510.16000000   1533.02716674  
0.01053    1497.54000000   1524.36630332  
0.01145    1491.04000000   1514.99784100  
0.01236    1488.72000000   1504.93873091  
0.01327    1478.64000000   1494.20737722  
0.01419    1466.56000000   1482.82178671  
0.01510    1453.86000000   1470.80579821  
0.01602    1438.58000000   1458.18221611  
0.01693    1428.91000000   1445.12583747  
0.01785    1417.78000000   1431.30608988  
0.01876    1402.58000000   1416.93781315  
0.01967    1390.33000000   1402.06005007  
0.02059    1371.28000000   1386.69948288  
0.02150    1357.93000000   1370.88172588  
0.02242    1335.68000000   1354.63175112  
0.02333    1321.26000000   1337.98085357  
0.02424    1307.58000000   1320.95487833  
0.02516    1292.42000000   1303.58209286  
0.02607    1274.03000000   1285.88750028  
0.02699    1258.87000000   1267.90069957  
0.02790    1240.43000000   1249.63121016  
0.02882    1223.03000000   1231.29104501  
0.02973    1201.48000000   1212.62763241  
0.03064    1186.35000000   1193.75477120  
0.03156    1169.58000000   1174.73935742  
0.03247    1149.62000000   1155.60740096  
0.03339    1134.94000000   1136.38571686  
0.03430    1117.11000000   1117.09818987  
0.03522    1098.15000000   1097.77594369  
0.03613    1079.33000000   1078.44159967  
0.03704    1063.81000000   1059.12774733  
0.03796    1036.90000000   1039.99603904  
0.03887    1021.09000000   1020.78613116  
0.03979    1011.22000000   1001.65768962  
0.04070    991.81200000    982.64016289   
0.04161    969.80200000    963.75309078   
0.04253    948.30000000    945.01613991   
0.04344    928.42500000    926.51060558   
0.04436    911.88400000    908.20991463   
0.04527    897.36400000    890.03118769   
0.04619    879.42500000    872.07191191   
0.04710    866.95600000    854.34630645   
0.04801    848.19300000    836.87159032   
0.04893    827.80200000    819.68292679   
0.04984    810.70800000    802.88112894   
0.05076    795.61200000    786.27811080   
0.05167    780.95200000    769.94833102   
0.05259    766.53100000    753.92545070   
0.05350    751.44400000    738.21498348   
0.05441    734.46000000    722.82279628   
0.05533    719.92900000    707.78907556   
0.05624    703.24700000    693.12293891   
0.05716    691.36000000    678.71272700   
0.05807    680.88500000    664.63523416   
0.05899    666.41900000    650.90007575   
0.05990    649.81600000    637.62030996   
0.06081    635.17200000    624.59538724   
0.06173    626.85500000    611.89473059   
0.06264    617.96500000    599.52742518   
0.06356    605.57800000    587.48844673   
0.06447    591.61600000    575.82068113   
0.06538    576.36700000    564.48078980   
0.06630    563.15100000    553.40942413   
0.06721    550.21900000    542.65100541   
0.06813    538.35200000    532.20971539   
0.06904    532.71300000    522.13351806   
0.06996    522.92500000    512.29119953   
0.07087    512.30400000    502.74974556   
0.07178    504.25600000    493.48517330   
0.07270    490.35700000    484.54622834   
0.07361    481.40100000    475.83803663   
0.07453    472.59700000    467.35960576   
0.07544    463.41400000    459.12621690   
0.07636    455.75900000    451.15442041   
0.07727    447.16300000    443.43220040   
0.07818    437.40400000    435.88162764   
0.07910    428.89000000    428.54801253   
0.08001    419.43700000    421.47054483   
0.08093    411.22500000    414.54066106   
0.08184    405.47800000    407.79485090   
0.08275    400.14500000    401.27228536   
0.08367    394.21100000    394.88131372   
0.08458    387.82800000    388.63071858   
0.08550    381.31400000    382.53019425   
0.08641    374.77400000    376.59557140   
0.08733    365.95800000    370.80479742   
0.08824    357.71100000    365.10488812   
0.08915    350.76800000    359.53278091   
0.09007    347.99600000    354.11386006   
0.09098    341.53800000    348.75366007   
0.09190    335.44900000    343.50082237   
0.09281    330.79500000    338.38552831   
0.09373    323.67400000    333.32292032   
0.09464    319.90900000    328.33260084   
0.09555    316.34600000    323.44894004   
0.09647    310.73900000    318.63298112   
0.09738    303.65900000    313.86263946   
0.09830    299.80800000    309.17317484   
0.09921    296.24600000    304.56585508   
0.10013    293.89100000    299.98772276   
0.10104    287.73700000    295.50321769   
0.10195    280.55200000    291.03248645   
0.10287    277.83300000    286.61021099   
0.10378    275.06700000    282.27841536   
0.10470    271.69100000    277.96845126   
0.10561    266.42900000    273.69388450   
0.10652    263.03900000    269.48307015   
0.10744    258.91100000    265.31894016   
0.10835    253.25100000    261.19225597   
0.10927    251.56300000    257.12128394   
0.11018    247.62400000    253.06513560   
0.11110    244.50100000    249.05176910   
0.11201    239.09100000    245.11854181   
0.11292    235.81700000    241.19478484   
0.11384    231.32300000    237.34845423   
0.11475    228.59800000    233.51466136   
0.11567    225.41800000    229.72291284   
0.11658    220.82100000    225.99800895   
0.11750    217.21200000    222.31203236   
0.11841    215.17200000    218.67122718   
0.11932    213.07500000    215.08004383   
0.12024    209.08900000    211.52686953   
0.12115    207.01000000    208.04105712   
0.12207    204.47300000    204.57646888   
0.12298    200.28600000    201.15929222   
0.12390    196.12800000    197.83024382   
0.12481    193.56600000    194.52488247   
0.12572    189.87900000    191.29170092   
0.12664    188.76400000    188.09569751   
0.12755    185.83700000    184.95657581   
0.12847    183.20300000    181.87021240   
0.12938    180.08200000    178.83432425   
0.13029    176.32800000    175.85875400   
0.13121    174.88300000    172.92004193   
0.13212    172.81900000    170.05491437   
0.13304    168.19200000    167.22098497   
0.13395    163.30300000    164.46749956   
0.13487    162.09200000    161.74420394   
0.13578    160.29700000    159.09028779   
0.13669    158.57100000    156.47541963   
0.13761    158.23200000    153.92169731   
0.13852    156.35400000    151.41281947   
0.13944    154.25300000    148.95180414   
0.14035    149.95600000    146.54559532   
0.14127    147.89600000    144.17969601   
0.14218    147.17600000    141.87281518   
0.14309    144.71700000    139.59593790   
0.14401    139.65800000    137.38128590   
0.14492    136.70500000    135.19601553   
0.14584    135.07300000    133.07318335   
0.14675    133.38000000    130.97670209   
0.14766    133.21100000    128.92904676   
0.14858    132.74200000    126.91542813   
0.14949    129.58700000    124.94313705   
0.15041    126.73600000    123.00799930   
0.15132    126.41000000    121.10423041   
0.15224    124.71700000    119.24523365   
0.15315    120.85300000    117.41789330   
0.15406    116.68200000    115.60761285   
0.15498    114.80400000    113.84602616   
0.15589    115.45300000    112.09646127   
0.15681    112.63900000    110.39220193   
0.15772    109.59300000    108.70290706   
0.15863    107.72000000    107.04766387   
0.15955    107.02200000    105.42240254   
0.16046    105.13200000    103.81135466   
0.16138    102.67400000    102.22367035   
0.16229    100.63400000    100.66219917   
0.16321    98.38160000     99.11538752    
0.16412    96.21190000     97.59746351    
0.16503    93.64830000     96.08861630    
0.16595    92.23590000     94.61470947    
0.16686    91.28920000     93.15964214    
0.16778    92.16440000     91.71067430    
0.16869    91.33820000     90.28658441    
0.16961    89.21160000     88.88456458    
0.17052    86.96740000     87.49182811    
0.17143    84.40670000     86.11638646    
0.17235    82.78150000     84.75806297    
0.17326    83.07990000     83.41334093    
0.17418    82.04200000     82.09387681    
0.17509    80.84930000     80.78904925    
0.17600    78.21760000     79.48909146    
0.17692    76.45150000     78.21751693    
0.17783    75.59900000     76.96336304    
0.17875    74.08580000     75.71611833    
0.17966    74.49970000     74.49113885    
0.18058    74.13010000     73.28463775    
0.18149    71.66040000     72.08979067    
0.18241    70.30260000     70.91101695    
0.18332    69.65300000     69.75516676    
0.18423    69.09580000     68.61363579    
0.18515    66.71860000     67.48221901    
0.18606    64.19130000     66.37736305    
0.18698    62.71600000     65.29065743    
0.18789    62.72480000     64.21338023    
0.18881    60.92370000     63.16158407    
0.18972    59.66320000     62.12904077    
